Program/Agency Name,Project Name,Sub-Project Name,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,Total 10 Year,Ward Number,Ward,Category
Exhibition Place,BETTER LIVING CENTRE,Brickwork Glazing Refinishing,0,50,550,0,0,0,0,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,BETTER LIVING CENTRE,Fire Alarm System Replacement,0,0,0,0,0,50,0,0,0,0,50,CW,City Wide,State of Good Repair
Exhibition Place,BETTER LIVING CENTRE,Replace Interior Radiant Unit Heaters,0,0,0,0,0,0,220,0,0,0,220,CW,City Wide,State of Good Repair
Exhibition Place,BETTER LIVING CENTRE,Under Floor Heating,0,275,0,0,0,0,0,0,0,0,275,CW,City Wide,State of Good Repair
Exhibition Place,BETTER LIVING CENTRE,West Steel Roll-up Door Replacement,0,50,0,0,100,450,0,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Clerestory Window Replacement (Industry Bld),0,0,0,0,0,640,255,0,0,0,895,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Concrete Slab Replacement (Industry Bld) in Phases,0,0,0,0,0,0,0,100,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Demolition of Restaurant & Kitchen (East Annex),0,0,0,500,235,0,0,0,0,0,735,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,"Drywall, Ceilings & Flooring Renovation(North Ext)",0,0,0,405,0,0,0,0,0,0,405,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Electrical Buss Duct Replacement in Phases,0,600,0,0,0,0,700,0,0,0,1300,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Electrical Lighting System (LED) in Phases,100,400,400,400,500,0,0,0,0,0,1800,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Emergenecy Electrical Distribution,0,0,0,570,1190,0,0,0,0,0,1760,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,"Exhaust Fans, Heaters, AHU & RTU Replace in Phases",0,245,770,200,625,0,0,0,0,0,1840,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Interior Flooring Replacement (Mid-Arch),0,0,0,265,0,0,0,0,0,0,265,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Interior Lead Capsulation (Industry Bldg),0,0,0,0,750,0,0,0,0,0,750,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Loading Dock Doors Restoration(Industry Bld),0,75,0,0,0,0,0,0,0,0,75,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Masonry Restoration (Industry Bldg),0,0,0,195,0,0,0,0,0,0,195,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Masonry Restoration (Mid-Arch),0,0,0,155,0,0,0,0,0,0,155,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Masonry Restoration (North Extension),0,0,0,200,0,0,0,0,0,0,200,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Miscellaneous HVAC Equipment,0,0,0,0,0,0,250,0,0,0,250,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,"Renewal of Ceiling, Walls & Columns (East Annex)",0,0,0,325,0,0,0,0,0,0,325,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Replace 4160 Volt Distribution in Phases,0,0,0,165,660,0,0,0,0,0,825,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Replace Roof Deck Structure(North Extension),0,0,170,0,0,0,0,0,0,0,170,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Roof Deck & Snow Shed Structure Replace (Ind Bldg),0,500,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Roof Replacement (Industry Bld) in Phases,400,1000,1100,1100,0,0,0,0,0,0,3600,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Sanitation Area Restoration (Industry Bldg),0,0,0,0,0,0,0,100,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Steam & Condensate Piping Systems Retofit in Phase,0,1600,640,0,0,0,0,0,0,0,2240,CW,City Wide,State of Good Repair
Exhibition Place,COLISEUM COMPLEX,Wood Fascia Replacement (Industry Bld),0,0,0,0,0,0,100,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,Elecrical Underground High Voltage Utilities,Duct Bank Relocation,9100,0,0,0,0,0,0,0,0,0,9100,CW,City Wide,State of Good Repair
Exhibition Place,Elecrical Underground High Voltage Utilities,Phase 1 - Replace Priority Feeders,0,1500,2000,730,0,0,0,0,0,0,4230,CW,City Wide,State of Good Repair
Exhibition Place,Elecrical Underground High Voltage Utilities,Phase 2 - Consolidate Substations & Upgrade Code,500,2000,1800,625,0,0,0,0,0,0,4925,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Windows in SE Facade with Triple-Glazing,0,0,0,0,0,0,0,0,100,1500,1600,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),13.8 KV Main Service & Distribution Retrofit in Ph,0,0,0,365,0,490,750,0,0,0,1605,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),13.8KV Substation retrofit & emergency distributio,0,0,0,0,365,690,750,0,0,0,1805,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Acoustic Wall Replacement in Meeting Rooms,250,200,200,200,0,0,0,0,0,0,850,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Air Curtain System Retrofit in Loading Docks,0,0,200,0,0,0,0,200,0,0,400,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Elevators Retrofit,50,550,0,0,0,0,0,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Fire Device Replacement,100,0,0,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Floor Ports Rebuilding,75,100,100,0,0,0,0,190,0,0,465,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Huffcore Partitions Replacement/Retrofit-in phases,220,1800,1650,500,1150,0,0,0,0,0,5320,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),LED Lighting & Conservation/Demand Management,0,310,0,0,0,0,0,0,0,0,310,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Lighting Retrofit in Garage,0,275,300,50,0,0,0,0,0,0,625,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),"Lighting Retrofit in Salons, Concessions & Mtg Rms",0,280,0,0,0,0,0,0,0,0,280,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Miscellaneous Fan Replacement,0,0,0,0,0,0,280,280,0,0,560,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Offices HVAC & Control Upgrade,0,0,0,0,200,0,0,0,0,0,200,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Piping,0,0,0,0,0,0,100,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Pumps & Heat Exchangers-Salons/Offices/Galleria/Sw,0,0,0,180,180,0,0,0,0,0,360,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace & Retrofit Chillers,0,0,0,0,0,0,0,0,200,2000,2200,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Galleria/Tunnel in Phases,0,0,0,390,0,700,225,300,350,0,1965,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Hall 'A' in Phases,0,0,0,590,590,0,250,500,0,0,1930,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Hall 'B' in Phases,0,0,0,500,500,0,500,500,0,0,2000,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Hall 'C' in Phases,0,0,0,275,275,275,275,275,0,0,1375,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Hall 'D' in Phases,0,0,0,275,275,275,275,0,0,0,1100,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU - Heritage Court in Phases,0,0,0,300,300,300,300,0,0,0,1200,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace AHU-SwingS/LoadingD/Salons/Kitchen/Office,0,0,0,350,0,300,300,300,0,0,1250,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),"Replace Boilers, in Phases",0,0,0,220,440,0,225,225,0,0,1110,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace East Curtain Wall Facade with Tripple Gla,0,0,0,0,850,850,850,0,0,0,2550,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Exhaust Fans in Various Areas,0,0,0,0,0,0,0,250,0,0,250,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Garage Air Make Up Units,0,0,900,900,1100,0,0,100,1200,0,4200,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Garbage Compactor,0,90,0,0,0,0,0,0,0,0,90,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),"Replace Humidifier, Heaters & AC Units",0,240,100,0,155,0,0,0,0,0,495,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Parking Garage Traffic Topping,0,0,0,0,0,0,0,0,300,3700,4000,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Plumbing Fixtures in Washrooms,0,0,400,0,360,385,0,0,0,0,1145,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Pump & Piping Loops for Boiler System,185,0,0,0,0,0,0,0,0,0,185,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Pumps in Chillers,0,290,0,0,0,0,0,0,0,0,290,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Pumps in Cooling Towers,0,325,0,0,0,0,0,0,0,0,325,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Sections of Terrazzo Floor in Galleria,0,0,0,0,0,0,100,150,0,0,250,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Sprinkler System Booster Pump,0,130,0,0,0,0,0,0,0,0,130,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace SW CurtainWall at Galleria wTriple Glazing,200,700,750,850,0,0,0,0,0,0,2500,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Water Fountains,0,0,0,0,0,0,100,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replace Windows and Doors,0,0,440,0,0,0,0,0,0,0,440,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replacement of Built-Up-Roof West Mechanical Room,0,0,0,0,275,0,0,0,0,0,275,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Replacement of Standing Seam & Snow Control,0,0,100,0,500,0,0,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Retrofit Cooling Towers,70,725,740,695,170,0,0,0,0,0,2400,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),"Retrofit Loading Dock Ramps, Canopies & Bumpers",0,0,0,0,300,0,0,0,0,0,300,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Retrofit Overhead Doors,0,0,0,0,0,0,0,100,500,0,600,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Retrofit Salons,0,100,250,100,0,0,200,400,0,0,1050,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Retrofit Tunnel Water Infiltration,0,0,0,175,0,0,0,0,0,0,175,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Roof Sectional Replacement over Galleria & S End,0,0,100,0,550,550,300,150,0,0,1650,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Roof Sectional Replacement over Heritage Court,0,0,100,0,350,600,0,0,0,0,1050,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Roof Sectional Replacement OverExhibitHalls,0,100,3000,2400,0,0,0,0,0,0,5500,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Sectional Floor Resurfacing in Swing Space & Halls,0,365,365,365,365,0,0,0,0,0,1460,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Transformer/Generator Retrofit & Overhaul-Emergenc,100,0,150,0,0,630,750,460,0,0,2090,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),Upgrade Parking Traffic Topping,0,0,100,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,ENERCARE CENTRE (formerly DEC),VFD for AHUs at 3rd Floor,120,120,120,120,0,0,0,0,0,0,480,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,"Boilers, Hot Water Tanks & Water Dist. & Sanitary",0,216,0,200,500,0,0,0,0,0,916,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Bus Duct Replacement,0,0,500,500,0,0,0,0,0,0,1000,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Fire Alarm System Renewal,0,0,0,0,0,0,0,200,0,0,200,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Replace Crystal Skyline,0,0,0,0,0,0,0,500,0,0,500,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Replace Exterior Windows,0,0,0,0,0,0,0,400,0,0,400,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Replace Interior Pre-cast Brick Wall & Sealant,0,0,0,0,0,0,0,900,0,0,900,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Replace Overhead Doors,0,0,180,0,0,0,0,200,0,0,380,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Re-Sealing Slab on Grade,0,0,0,0,0,0,0,100,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Retrofit Electrical Distribution System,0,0,450,1300,0,200,100,0,0,0,2050,CW,City Wide,State of Good Repair
Exhibition Place,FOOD BUILDING,Roof Replacement,100,1450,0,0,0,0,0,200,2300,0,4050,CW,City Wide,State of Good Repair
Exhibition Place,GENERAL SERVICES BUILDING,Fire Alarm System Replacement,0,0,0,0,150,0,0,0,0,0,150,CW,City Wide,State of Good Repair
Exhibition Place,GENERAL SERVICES BUILDING,High Roof Replacement,0,0,200,100,150,200,0,0,0,0,650,CW,City Wide,State of Good Repair
Exhibition Place,GENERAL SERVICES BUILDING,"Interior Walls, Ceilings & Finishes Retrofit",275,0,0,0,0,0,0,0,0,0,275,CW,City Wide,State of Good Repair
Exhibition Place,GENERAL SERVICES BUILDING,Plumbing & HVAC Equipment Replacement,0,220,0,0,0,0,0,0,0,0,220,CW,City Wide,State of Good Repair
Exhibition Place,HORSE PALACE,East Side Roof Replacement & PV Temp Relocation,0,0,100,1000,600,0,0,0,0,0,1700,CW,City Wide,State of Good Repair
Exhibition Place,HORSE PALACE,Radiant Heat Replacement,0,0,0,0,100,250,250,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,HORSE PALACE,Restore Washrooms,0,100,0,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,HORSE PALACE,Riding Ring Upgrade,0,0,300,0,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
Exhibition Place,HORSE PALACE,West Side Roof Replacement and PV Temp Relocation,0,0,0,0,100,1000,700,0,0,0,1800,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,Building Automation Systems,50,100,100,100,100,100,100,100,100,100,950,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,Flourescent Light Fixtures - Various,100,100,100,100,0,0,0,0,0,0,400,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,GS Upgrade Infrast.Cabling/Integ. with Security Rm,0,300,300,0,0,0,0,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,Replace Fibre Optic Cable Grounds Wide,100,100,100,175,0,0,0,0,0,0,475,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,"Transformers, Switchgears & Circuit Breakers Repla",100,100,100,100,100,100,100,100,100,100,1000,CW,City Wide,State of Good Repair
Exhibition Place,M/E & COMMUNICATION INFRASTRUCTURE,Upgrade Communication Infrastructure,200,450,450,300,325,0,0,0,0,0,1725,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Bandshell Dry Drums Replacement,0,50,0,0,0,0,0,0,0,0,50,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Bandshell-Migrate In-House Monitoring from ABB to,0,75,75,0,0,0,0,0,0,0,150,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Clock Tower Retrofit at Fire Hall,0,0,0,385,0,0,0,0,0,0,385,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Emergency Command Centre,100,0,0,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Eyewash Station Permanent Installation,0,50,0,0,0,0,0,0,0,0,50,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,GroundsSecuritySurveilanceSystem/CardAccess/CCTV,100,200,200,200,200,200,200,200,200,200,1900,CW,City Wide,Health and Safety
Exhibition Place,OTHER BUILDINGS,Princes' Gates Masonry Repointing & Flashing,0,0,0,50,400,0,0,0,0,0,450,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Public Art & Monument Collection Restoration & Con,50,50,50,50,50,50,50,50,50,50,500,CW,City Wide,State of Good Repair
Exhibition Place,OTHER BUILDINGS,Vehicle Maintenance Shop Upgrades,0,65,0,0,0,0,0,0,0,0,65,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",*Festival Plaza Development - NW of Lot 2,0,0,0,0,0,0,0,0,100,1310,1410,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Build Curb Stop Replacement,50,50,50,50,50,50,50,50,50,50,500,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Fountain Retrofit -Various Locations,0,150,0,0,0,0,0,0,0,0,150,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",New Brunswick Way Improvement/Rd Widening,0,1500,0,0,0,0,0,0,0,0,1500,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",New Bus Shelter by Press Bldg.,0,0,0,50,0,0,0,0,0,0,50,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",New Fence/Railings Across the Grounds,0,400,400,400,0,0,0,0,0,0,1200,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",New Pedestrian Featurs,0,150,0,0,0,0,0,0,0,0,150,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Parking Technology (LRP) Upgrade,0,100,100,100,100,100,100,100,100,100,900,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Replace Existing Bollards & Install New as Require,0,0,100,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS","Sidewalks, Parking lots and Roads -AODA",50,200,100,100,100,150,100,100,100,100,1100,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Soil Remediation at Lot 851,5000,0,0,0,0,0,0,0,0,0,5000,CW,City Wide,Service Improvement and Enhancement
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Storm Catch Basin Covers Replacment Groundswide,0,50,50,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Street & Parking Lots Lighting Retrofit,150,150,400,150,50,50,50,50,50,50,1150,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Underground Sewer Relocation at Lot 851,750,0,0,0,0,0,0,0,0,0,750,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",Upgrade of Landscaping South of Enercare Centre,0,0,0,0,0,100,650,0,0,0,750,CW,City Wide,State of Good Repair
Exhibition Place,"PARKS, PARKING LOTS AND ROADS",West Bailey Bridge Investigation & Retrofit,0,0,0,0,100,0,0,0,0,100,200,CW,City Wide,State of Good Repair
Exhibition Place,PRE-ENGINEERING PROGRAM,"Study, Investigate, Design, Engineer",175,175,175,175,175,175,200,200,200,200,1850,CW,City Wide,State of Good Repair
Exhibition Place,PRESS BUILDING,Roof Replacement,0,0,0,0,0,0,0,0,0,400,400,CW,City Wide,State of Good Repair
Exhibition Place,QUEEN ELIZABETH BUILDING,Elevators Retrofit,0,0,0,0,200,200,200,0,0,0,600,CW,City Wide,State of Good Repair
Exhibition Place,QUEEN ELIZABETH BUILDING,Replace AHU in Mechanical Room,0,0,0,450,0,0,100,0,0,0,550,CW,City Wide,State of Good Repair
Exhibition Place,QUEEN ELIZABETH BUILDING,Replace Roof at Theatre,0,750,0,0,0,0,0,0,0,0,750,CW,City Wide,State of Good Repair
Exhibition Place,QUEEN ELIZABETH BUILDING,Replace Rooftop Heating & Cooling Units for E Hall,0,0,0,300,0,0,0,0,0,0,300,CW,City Wide,State of Good Repair
Exhibition Place,QUEEN ELIZABETH BUILDING,Substation Retrofit,0,0,0,200,0,0,0,0,0,0,200,CW,City Wide,State of Good Repair
Exhibition Place,SPECIAL PROJECTS,Greek Gods Relocation,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Fire Services,Breathing Air Compressor Replacement,Breathing Air Compressor-2022,81,0,0,0,0,0,0,0,0,0,81,CW,City Wide,Health and Safety
Fire Services,Breathing Air Compressor Replacement,Breathing Air Compressors Replacement-Future years,0,83,84,86,0,0,0,0,0,0,253,CW,City Wide,Health and Safety
Fire Services,CAD Upgrade,CAD Upgrade,1030,0,0,0,0,0,0,0,0,0,1030,CW,City Wide,State of Good Repair
Fire Services,Defibrillators Lifecycle Replacement,Defibrillators Lifecycle Replacement -2028,0,0,0,0,0,0,1100,0,0,0,1100,CW,City Wide,Health and Safety
Fire Services,Fire Preven-Office Space Accomodation (3 Dohme),Fire Preven-Office Space Accomodation (3 Dohme),0,5617,0,0,0,0,0,0,0,0,5617,19,Beaches-East York,State of Good Repair
Fire Services,Helmet Replacement,Helmet Replacement-2024-2027,0,0,0,0,0,1000,0,0,0,0,1000,CW,City Wide,Health and Safety
Fire Services,HUSAR Building Expansion,HUSAR Buidling Expansion,1105,1105,0,0,0,0,0,0,0,0,2210,16,Don Valley East,Growth Related
Fire Services,HUSAR Building Expansion,HUSAR Buidling Expansion-Change in Scope,430,2280,0,0,0,0,0,0,0,0,2710,16,Don Valley East,Growth Related
Fire Services,Lifecycle Replacement of SCBA,Lifecycle Replacement of SCBA,0,0,0,0,0,0,0,0,0,6500,6500,CW,City Wide,Health and Safety
Fire Services,Live Fire Training Simulator,Live Fire Training Simulator,650,0,0,0,0,0,0,0,0,0,650,23,Scarborough-North,Health and Safety
Fire Services,Mobile Radios Lifecycle Replacement-2023,Mobile Radios Lifecycle Replacement-2023,0,2700,0,0,0,0,0,0,0,0,2700,CW,City Wide,Health and Safety
Fire Services,Personal Protection Equipment Replacement,Personal Protection Equip Replacement-2024-2027,0,0,0,2500,2700,0,0,0,2500,2700,10400,CW,City Wide,Health and Safety
Fire Services,Replacement of CBRNE Equipment,Lifecycle Replacement of CBRNE Equipment-2027,0,0,0,0,0,500,0,0,0,0,500,CW,City Wide,Health and Safety
Fire Services,Replacement of HUSAR Equipment,Replacement of HUSAR Equipment -Future Years,0,50,50,50,50,50,50,50,50,50,450,CW,City Wide,Legislated
Fire Services,Replacement of HUSAR Equipment,Replacement of HUSAR Equipment-2022,50,0,0,0,0,0,0,0,0,0,50,CW,City Wide,Legislated
Fire Services,REPLACEMENT OF PORTABLE RADIOS,Replacement of Portable Radios-2024,0,0,5050,0,0,0,0,0,0,0,5050,CW,City Wide,Health and Safety
Fire Services,REPLACEMENT OF PORTABLE RADIOS,Replacement of Portable Radios-2031,0,0,0,0,0,0,0,0,0,5050,5050,CW,City Wide,Health and Safety
Fire Services,The purchase of gas metres for fire investigators,Lifecycle Replacement of Gas Metres-2027,0,0,0,0,0,100,0,0,0,0,100,CW,City Wide,Health and Safety
Fire Services,Thermal Imaging Cameras,Replacement of  thermal imaging cameras -2021,300,300,300,300,250,0,0,0,0,0,1450,CW,City Wide,Health and Safety
Fire Services,Toronto Radio Infrastructure Project (TRIP),Toronto Radio Infrastructure Project (TRIP),2305,2105,905,327,0,0,0,0,0,0,5642,CW,City Wide,State of Good Repair
Fire Services,Training Simulators and Facilities Rehabilitation,Training Simulators / Fac Rehab-2022,100,0,0,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Fire Services,Training Simulators and Facilities Rehabilitation,Training Simulators and Fac Rehab - Future Years,0,100,100,100,100,100,100,200,100,100,1000,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2022,120,0,0,0,0,0,0,0,0,0,120,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2023,0,120,0,0,0,0,0,0,0,0,120,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2024,0,0,124,0,0,0,0,0,0,0,124,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2025,0,0,0,256,0,0,0,0,0,0,256,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2026,0,0,0,0,132,0,0,0,0,0,132,CW,City Wide,State of Good Repair
Fleet Services,Arena Boards - Replacement of Ice Resurfacers,Arena - Fleet Replacement - 2029,0,0,0,0,0,0,0,288,0,0,288,CW,City Wide,State of Good Repair
