Program/Agency Name,Project Name,Sub-Project Name,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,Total 10 Year,Ward Number,Ward,Category
Corporate Real Estate Management,Renovations,"185 Fifth St-1st & 3rd Floor Interior Finishes,Roo",0,0,0,182,724,0,0,0,0,0,906,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,185 Fifth St-Roof Membrane&Int Finishes,0,0,285,497,0,0,0,0,0,0,782,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,"207 Front-Bsmt ceiling rehab, etc",0,0,0,0,39,490,0,0,0,0,529,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Renovations,251 ESTHER SHINER-Interior Repainting,0,0,0,0,3,149,0,0,0,0,152,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Renovations,"256 Cosburn Ave.-Replace Carpet, Vinyl, Fire Separ",0,0,0,0,37,222,0,0,0,0,259,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,2700 Eglinton W- Council Chamber Carpeting,0,0,12,264,0,0,0,0,0,0,276,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Renovations,308 Prince Edward Dr-Repair Interior Fire Separati,0,0,0,0,30,49,0,0,0,0,79,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE-Renovate Washrooms,0,0,0,0,6,71,0,0,0,0,77,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING AVE-Replace entire flooring,0,0,0,0,6,159,0,0,0,0,165,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,320 BERING-Renovate Washrooms,0,0,0,0,6,66,0,0,0,0,72,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Renovations,35 Spadina Road - Various Projects,0,0,0,8,245,0,0,0,0,0,253,11,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Renovations,"4100 Keele St-Interior Renovation, leak and sprink",0,0,18,15,0,0,0,0,0,0,33,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Renovations,433 Eastern Ave -Block B-Renovate Kitchen,0,0,0,0,18,67,0,0,0,0,85,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,433 Eastern Ave-Renovate Washrooms,0,0,0,0,5,33,0,0,0,0,38,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,"5100 Yonge-Repl Ceiling Tiles,Light Fixtures",-543,0,0,0,0,0,0,0,0,0,-543,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Renovations,"5101 Yonge St-Rpl Carpet, Light Fixtures",543,0,0,0,0,0,0,0,0,0,543,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Renovations,55 John St - Various Projects - Architectural 1,0,0,0,67,1270,0,0,0,0,0,1337,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Renovations,55 John-Renew Finishes 3rd Fl Meeting Room,0,0,69,0,0,0,0,0,0,0,69,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Renovations,61 TORYORK-Interior Painting,0,0,0,0,3,78,0,0,0,0,81,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Renovations,700 EGLINTON AVE W-Replace interior doors and glaz,0,0,0,0,9,108,0,0,0,0,117,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,700 Eglinton Ave. W - Various Projects,0,0,12,81,0,0,0,0,0,0,93,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Renovations,765 Queen St.E-General interior renovations - phas,0,0,0,212,218,224,0,0,0,0,654,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,786 Dundas St E_Repaint general workshop areas,0,0,0,0,82,0,0,0,0,0,82,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Renovations,"843 PALMERSTON-Repl Fire Alarm Sys,Sump pumps,Repa",0,0,26,201,0,0,0,0,0,0,227,11,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE -Replace Entire Flooring,0,0,0,0,10,170,0,0,0,0,180,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Interior Painting,0,0,0,0,13,130,0,0,0,0,143,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Interior repainting,0,0,0,0,4,64,0,0,0,0,68,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,891 MORNINGSIDE AVE-Renovate Kitchen,0,0,0,0,9,47,0,0,0,0,56,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Renovations,9 Clendenan-Renovations,0,0,0,0,9,32,0,0,0,0,41,4,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Renovations,Feasibility Study on Special projects,100,500,500,0,0,0,0,0,0,0,1100,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Management and Audits of Movable Assets at Corpora,0,120,0,0,0,120,0,0,0,0,240,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Mgmt&Audits of Movable Assets@ Corp Fac,100,0,0,0,0,0,0,0,0,0,100,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,St Lawrence Market - South - Renovations,250,3750,0,0,0,0,0,0,0,0,4000,10,Spadina-Fort York,Service Improvement and Enhancement
Corporate Real Estate Management,Renovations,Var Facilities-Feasibility Study on Special projec,400,500,500,1000,1000,1000,500,500,1000,1000,7400,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Var Locs-Signage for Various Corporate Facilitites,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Legislated
Corporate Real Estate Management,Renovations,Var SOGR Work on Interior Sys 2019 Additional fund,0,0,0,0,0,0,0,0,78,994,1072,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Various SOGR Work on Interior Systems - Future,0,0,0,46,1072,0,0,0,0,0,1118,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,Various SOGR Work on Interior Systems 2027,0,0,0,0,0,0,525,8551,0,0,9076,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Management and Audits of Movable Assets at,0,0,120,120,120,0,0,0,0,0,360,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-SOGR Interior Systems 2020,41.5,100,0,0,0,0,0,0,0,0,141.5,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-SOGR Interior Systems 2029,0,0,0,0,0,0,0,466,6586,30,7082,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-SOGR Renovations/Interior Work 2021,15,345,577,0,0,0,0,0,0,0,937,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-SOGR Renovations/Interior Work 2029,0,0,0,0,0,0,0,0,822,8119,8941,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Various SOGR Interior Systems 2018 Group I,500,1700,0,0,0,0,0,0,0,0,2200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Various SOGR Work on Interior Systems 2025,0,0,0,0,0,319,5694,50,0,0,6063,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Various SOGR Work on Interior Systems 2026,0,0,0,0,0,8,868,0,0,0,876,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Renovations,VarLocs-Various SOGR Work on Interior Systems 2027,0,0,0,0,0,0,500,500,0,0,1000,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Re-roofing,1076 PAPE AVE-Re-roofing,0,0,0,0,269,0,0,0,0,0,269,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,185 FIFTH ST-Replacment of Third Storey Roofing M,0,0,0,0,21,268,0,0,0,0,289,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,313 PHARMACY AVE-Low Sloped Roofing System,0,0,0,0,0,92,324,270,0,0,686,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Re-roofing,330 Bering Ave -Main roof replacement,0,0,0,0,10,142,0,0,0,0,152,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,100 Queen-Rpr/Rpl columns&expnsion joints,0,0,0,0,0,0,0,0,48,501,549,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,111 KING ST E-Rplc. of Roofing Membrane,0,0,0,0,11,112,0,0,0,0,123,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,1135 Caledonia-Roof Replacement,0,0,0,0,3,223,0,0,0,0,226,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Re-roofing,1401 CASTLEFIELD AVE -Built Up Roof Replacement,0,0,0,0,65,691,0,0,0,0,756,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Re-roofing,2050 JANE-Re-roofing & Ceiling,0,0,1237,0,0,0,0,0,0,0,1237,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Re-roofing,251 ESTHER SHINER BLVD-Main roof replacement,0,0,0,7,465,0,0,0,0,0,472,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Re-roofing,301 Broadview Ave - Various Projects,0,0,5,58,0,0,0,0,0,0,63,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,330 BERING AVE-Main roof replacement,0,0,0,9,141,0,0,0,0,0,150,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Re-roofing,49 Toryork Drive-Main Roof Replacement,0,0,0,0,7,478,0,0,0,0,485,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Re-roofing,821 Progress Ave - various SOGR,0,0,12,418,0,0,0,0,0,0,430,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Re-roofing,843 Eastern-Roof replacement,0,0,0,116,3101,0,0,0,0,0,3217,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Re-roofing,91 Front St E-Rpl Roof OH Dr Stairs Flr,0,0,3444,0,0,0,0,0,0,0,3444,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Re-roofing,97 Main St - Various Projects,0,0,11,108,0,0,0,0,0,0,119,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Re-roofing,Various Locations - Roofing Program,200,0,0,0,0,0,0,0,0,0,200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Re-roofing,VarLocs-SOGR Re-roofing 2021,153,2182,2492,0,0,0,0,0,0,0,4827,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Resiliency Program,Electrical Resiliency Program - Phase 1,0,0,0,0,0,0,0,0,0,4950,4950,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Repl of Retaining Wall,0,0,0,0,6,60,0,0,0,0,66,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Replacement of Asphalt Pave,0,0,0,0,50,987,0,0,0,0,1037,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1535 Albion Road - Various Projects,0,0,0,0,5,49,0,0,0,0,54,1,Etobicoke North,State of Good Repair
Corporate Real Estate Management,Sitework,313 Pharmacy Ave-Replace Stair Chairclimber,0,0,3,47,0,0,0,0,0,0,50,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Sitework,433 Eastern Ave -Replc of Asphalt Pavement in Sou,0,0,0,79,1583,0,0,0,0,0,1662,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Replacement of Remaining Chai,0,0,0,0,510,0,0,0,0,0,510,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,9 Clendenan Ave - Various Projects,0,0,0,0,9,96,0,0,0,0,105,4,Parkdale-High Park,State of Good Repair
Corporate Real Estate Management,Sitework,100 Queen W- Clean exterior concrete,0,0,22,230,0,0,0,0,0,0,252,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,100 Queen-Rehab Elevated Walkways,0,0,0,0,0,0,0,0,1257,4035,5292,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,1300 Sheppard W -SiteWork Interior Finishes Mech S,0,0,1,0,0,0,0,0,0,0,1,6,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE -Replacement of Concrete Side,0,0,0,0,7,77,0,0,0,0,84,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Asphalt Paveme,0,0,0,48,932,0,0,0,0,0,980,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Chain-Link Fen,0,0,0,0,13,159,0,0,0,0,172,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD AVE-Replacement of Metal Guardrai,0,0,0,0,3,40,0,0,0,0,43,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,1401 CASTLEFIELD Replacement of Asphalt Pavement i,0,0,0,51,712,0,0,0,0,0,763,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Sitework,150 Borough - Asphalt Replacement (2),0,0,57,1097,0,0,0,0,0,0,1154,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Sitework,150 Borough Dr - Various Projects,0,0,27,256,0,0,0,0,0,0,283,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Sitework,20 Beffort Rd-RPL Water Heater & Asphalt,0,0,12,588,0,0,0,0,0,0,600,6,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,251 ESTHER SHINER-asphalt pavement on east PWD,0,0,0,0,214,0,0,0,0,0,214,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Sitework,3300 Bayview-Pavement&Painting,0,0,0,0,7,96,0,0,0,0,103,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Sitework,3600 Danforth Ave-Replace Parking Lot Elements,0,0,0,0,7,260,0,0,0,0,267,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Sitework,433 Eastern Ave-Replacement of Asphalt Pavement in,0,0,0,0,32,451,0,0,0,0,483,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,"433 Eastern Ave-Replacement of Chain-Link Fence, M",0,0,0,0,21,259,0,0,0,0,280,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,433 Eastern Ave-Rplc of Asphalt Pavement in Parkin,0,0,0,0,37,536,0,0,0,0,573,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,4330 Dufferin-Roof Replmnt&Various-Architectural1,0,0,32,294,0,0,0,0,0,0,326,6,York Centre,State of Good Repair
Corporate Real Estate Management,Sitework,49 TORYORK-Asphalt Pavement in Visitor Parking Lot,0,0,0,0,80,1604,0,0,0,0,1684,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Sitework,49 TORYORK-Concrete Sidewalks and Concrete Curbs,0,0,0,0,6,55,0,0,0,0,61,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Sitework,5100 Yonge St_CCTV Camera renewal in the Square,0,0,0,0,169,0,0,0,0,0,169,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Sitework,539 Queens Quay W-Repl Asphalt&Concrete,261.8299999999999,0,0,0,0,0,0,0,0,0,261.8299999999999,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Sitework,55 John - Metro Square (DPS) Stone Replacement,0,0,0,0,0,0,0,0,0,0,0,22,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Sitework,786 Dundas St E_Resurface the asphalted west yard,0,0,0,0,184,0,0,0,0,0,184,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Replacement of Metal Guardrail,0,0,0,0,7,100,0,0,0,0,107,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Replc of Ashpalt Pavement (Vis,0,0,0,0,930,0,0,0,0,0,930,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,891 MORNINGSIDE AVE-Rplc of Deteriorated Chain-Lin,0,0,0,0,6,89,0,0,0,0,95,25,Scarborough-Rouge Park,State of Good Repair
Corporate Real Estate Management,Sitework,Indian Resident'l School Survivors Legacy Prj SOGR,1800,2500,1000,2000,3000,0,0,0,0,0,10300,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,Various SOGR Work on Site Work 2019,646,0,0,0,0,0,0,0,0,0,646,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,Various SOGR Work on Site Work 2027,0,0,0,0,0,63,202,2751,1199,0,4215,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,Various Transportation Facilities-PPFA,0,0,0,0,486,2065,0,0,0,0,2551,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,VarLocs-SOGR Site Work 2029,0,0,0,0,0,0,0,482,8970,403,9855,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,VarLocs-SOGR Sitework 2021,230,3286,3753,0,0,0,0,0,0,0,7269,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,VarLocs-Various SOGR Sitework 2018 Group I,-891.13,3175,2500,0,0,0,0,0,0,0,4783.87,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Sitework,VarLocs-Various SOGR Work on Sitework 2026,0,0,0,0,0,218,3880,0,0,0,4098,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Special Corporate Projects,CCOO Management Reporting Initiative - Phase 2,-100,0,0,0,0,0,0,0,0,0,-100,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Special Corporate Projects,Life Cycle Asset Mgmt Preventative Mtc Prog,782,0,0,0,0,0,0,0,0,0,782,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Special Corporate Projects,Maintenance Improvement Project,-100,0,0,0,0,0,0,0,0,0,-100,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Special Corporate Projects,Mgmt Reporting Initiative - Phase 3,621,0,0,0,0,0,0,0,0,0,621,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Special Corporate Projects,Westwood,90,0,0,0,0,0,0,0,0,0,90,CW,City Wide,Service Improvement and Enhancement
Corporate Real Estate Management,Structural/Building Envelope,"267 Humberline Dr-Replacement of fire detection,",0,0,0,25,272,0,0,0,0,0,297,1,Etobicoke North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,280 Burnhanthorpe Rd-Replace Exterior Windows and,0,0,0,99,453,0,0,0,0,0,552,2,Etobicoke Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"441 BLOOR ST E-Structural Slab/PreCast, Interior",0,0,21,218,0,0,0,0,0,0,239,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"4562 Sheppard Avenue E-Replace Ext Windows Doors,",0,0,0,0,28,312,0,0,0,0,340,23,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,100 Queen W Parking - Various SOGR Project,0,0,3,29,0,0,0,0,0,0,32,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"100 Queen-Renos (Windows, interior)",0,0,0,33,122,0,0,0,0,0,155,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,100 QueenW-ConcreteSoffitSlatsGridHangersVerticalS,-400,0,0,0,0,0,0,0,0,0,-400,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1050 Ellesmere Building - Facility Construction,9498,15439,7785,2321,0,0,0,0,0,0,35043,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"115 Parkway-Roof,Windows,Mech",0,0,0,0,48,530,0,0,0,0,578,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1401 CASTLEFIELD AVE-Window and Door Repl,0,0,0,0,3,36,0,0,0,0,39,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,146 Crescent Road - Various Projects,0,0,23,230,0,0,0,0,0,0,253,11,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,150 Borough-Curtain Wall Reno,0,0,0,862,549,0,0,0,0,0,1411,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,1530 Markham Stairwell Remediation,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,175 Memorial Park Ave - Various Projects,0,0,0,19,309,0,0,0,0,0,328,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2 Dyas Rd Re-Roofing (Add. Funding),100,2100,0,0,0,0,0,0,0,0,2200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,23 Grange Rd Replace Upper Roof Areas,200,0,0,0,0,0,0,0,0,0,200,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,241 ESTHER SHINER-Windows and exterior doors repla,0,0,0,0,7,586,0,0,0,0,593,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,246 The Esplanade-Parking Garage Rehab,0,0,73,589,0,0,0,0,0,0,662,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,251 ESTHER SHINER BLVD-Wood Roof Framing Rehabilit,0,0,0,0,5,60,0,0,0,0,65,17,Don Valley North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,255 Spadina-rpl Windows and Doors,0,0,16,311,0,0,0,0,0,0,327,12,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2700 Eglinton - Exterior Wall Rehabilitation,0,0,25,603,0,0,0,0,0,0,628,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"2753 Jane St-Replace Roofing, Exterior Doors and W",0,0,0,25,395,0,0,0,0,0,420,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,2900 Lawrence Ave E - Exterior Doors and Various R,0,0,0,0,11,116,0,0,0,0,127,21,Scarborough Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,3 Dohme Ave Slab Rehabilitation,375,0,0,0,0,0,0,0,0,0,375,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,30 NORTHLINE RD-Exterior Wall Rehabilitation,0,0,0,0,23,239,0,0,0,0,262,19,Beaches-East York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,3100 EGLINTON E-Exterior & Overhead Door,0,0,0,27,281,0,0,0,0,0,308,24,Scarborough-Guildwood,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,320 BERING AVE-Exterior Wall and Structural Rehabi,0,0,0,0,33,278,0,0,0,0,311,3,Etobicoke-Lakeshore,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"3325 Warden Ave-Repair Parking Lot Elements, Repla",0,0,0,14,151,4,20,0,0,0,189,22,Scarborough-Agincourt,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"339 Queen's Quay W-Replace Upper Flat Roofing, Sum",0,0,0,62,501,0,0,0,0,0,563,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,40 College St Replace Existing Inverted Epdm Roofi,1090,1491,0,0,0,0,0,0,0,0,2581,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,433 EASTERN AVE-Exterior Wall and Roof Structure R,0,0,0,0,435,2484,0,0,0,0,2919,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,433 Eastern Ave-Window and Door Repairs,0,0,0,0,10,122,0,0,0,0,132,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,4330 Dufferin Street Site - Various Projects - Arc,0,0,0,0,51,1070,0,0,0,0,1121,6,York Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"441 BLOOR ST E-Rehabilitation of Exterior Walls, R",0,0,24,476,0,0,0,0,0,0,500,13,Toronto Centre,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,476 LAWRENCE AVE W-Replacement of DHW Heater and,0,0,5,40,0,0,0,0,0,0,45,8,Eglinton-Lawrence,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,49 Toryork Drive-Wood roof framing rehabilitation,0,0,0,0,13,112,0,0,0,0,125,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5 Bathurst St-Silos Monitoring,0,0,536,536,536,536,650,536,536,536,4402,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5 Eireann Quay - Stabilization - Design,325,0,0,0,0,0,0,0,0,0,325,CW,City Wide,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5 Eirrean Quay-Rehabil. of Western Channel Dockwal,0,0,0,0,0,0,0,0,0,0,0,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,5100 Yonge St-Roofing & Frames,0,0,24,444,0,0,0,0,0,0,468,18,Willowdale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,"5100 Yonge-Rpl Window Glazing System,Roof Membrane",-750,0,0,0,0,0,0,0,0,0,-750,23,Scarborough-North,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,524 OAKWOOD AVE-Replace windows and exterior doors,0,0,0,0,0,22,279,0,0,0,301,12,Toronto-St. Pauls,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,58 Cecil Street - Repl of Original Wood Windows,0,0,0,0,13,263,0,0,0,0,276,11,University-Rosedale,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Exterior Wall Rehabilitation,0,0,0,0,33,312,0,0,0,0,345,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Storage Shed Replacement,0,0,0,0,7,478,0,0,0,0,485,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,61 TORYORK-Window and Door Repairs,0,0,0,0,30,429,0,0,0,0,459,7,Humber River-Black Creek,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,662 Jane-RplWindows&FrontEntrance,0,0,7,111,0,0,0,0,0,0,118,5,York South-Weston,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station SOGR Projects,0,0,0,5000,5000,5000,5000,5000,5000,5000,35000,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,71 Front W-Union Station-Var SOGR 2021,100,5900,5000,0,0,0,0,0,0,0,11000,10,Spadina-Fort York,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,755 Warden Ave-Complete Exterior Repainting,0,0,0,0,3,76,0,0,0,0,79,20,Scarborough Southwest,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,786 Dundas St E - Various Projects,0,0,8,79,0,0,0,0,0,0,87,14,Toronto-Danforth,State of Good Repair
Corporate Real Estate Management,Structural/Building Envelope,821 Progress Ave - Various Projects,0,0,0,13,245,0,0,0,0,0,258,24,Scarborough-Guildwood,State of Good Repair
